N_TRX 6
IGNORE -9999


DATATYPE MTT
FREQUENCY 25.10002
N_RECV 1117
19987.5 -12.5 975.0 i i i i i i i i
5.887500e+03 2.612500e+03 1.250000e+03 2.346817e-01 3.784842e-02 1.094915e-01 1.736120e-02 8.016307e-02 2.462666e-02 1.493699e-01 1.775222e-02
5.987500e+03 2.612500e+03 1.225000e+03 1.224220e-01 3.784842e-02 1.094762e-01 1.736120e-02 6.502103e-02 2.462666e-02 1.102553e-01 1.775222e-02
6.087500e+03 2.612500e+03 1.225000e+03 1.666703e-01 3.784842e-02 9.620689e-02 1.736120e-02 5.721766e-02 2.462666e-02 1.475814e-01 1.775222e-02
6.187500e+03 2.612500e+03 1.225000e+03 1.689796e-01 3.784842e-02 8.152843e-02 1.736120e-02 4.819042e-02 2.462666e-02 1.425740e-01 1.775222e-02
6.287500e+03 2.612500e+03 1.250000e+03 1.631803e-01 3.784842e-02 7.982817e-02 1.736120e-02 2.710540e-02 2.462666e-02 1.325131e-01 1.775222e-02
6.387500e+03 2.612500e+03 1.250000e+03 2.138521e-01 3.784842e-02 1.194037e-01 1.736120e-02 1.089058e-01 2.462666e-02 8.696835e-02 1.775222e-02
6.487500e+03 2.612500e+03 1.250000e+03 1.653746e-01 3.784842e-02 1.240631e-01 1.736120e-02 1.512040e-01 2.462666e-02 1.697071e-01 1.775222e-02
6.587500e+03 2.612500e+03 1.250000e+03 2.548076e-01 3.784842e-02 1.082460e-01 1.736120e-02 1.148874e-01 2.462666e-02 9.956329e-02 1.775222e-02
6.687500e+03 2.612500e+03 1.275000e+03 1.853799e-01 3.784842e-02 9.419702e-02 1.736120e-02 1.045951e-01 2.462666e-02 1.151177e-01 1.775222e-02
6.787500e+03 2.612500e+03 1.250000e+03 3.128799e-01 3.784842e-02 5.734078e-02 1.736120e-02 1.552555e-01 2.462666e-02 7.715446e-02 1.775222e-02
6.887500e+03 2.612500e+03 1.250000e+03 3.597723e-01 3.784842e-02 5.760877e-02 1.736120e-02 1.435962e-01 2.462666e-02 9.204771e-02 1.775222e-02
6.987500e+03 2.612500e+03 1.250000e+03 3.789955e-01 3.784842e-02 1.924181e-02 1.736120e-02 1.397435e-01 2.462666e-02 7.416347e-02 1.775222e-02
3.487500e+03 2.712500e+03 1.225000e+03 5.455228e-02 3.784842e-02 -9.021183e-03 1.736120e-02 -6.241162e-02 2.462666e-02 4.019544e-02 1.775222e-02
3.587500e+03 2.712500e+03 1.225000e+03 -2.478582e-02 3.784842e-02 9.359814e-03 1.736120e-02 -2.161214e-02 2.462666e-02 5.748269e-02 1.775222e-02
3.687500e+03 2.712500e+03 1.225000e+03 -1.527594e-02 3.784842e-02 1.271907e-02 1.736120e-02 -3.013870e-02 2.462666e-02 4.236620e-02 1.775222e-02
3.787500e+03 2.712500e+03 1.225000e+03 -4.728863e-02 3.784842e-02 1.651816e-02 1.736120e-02 3.905909e-02 2.462666e-02 3.892652e-02 1.775222e-02
3.887500e+03 2.712500e+03 1.225000e+03 6.161465e-02 3.784842e-02 1.292885e-02 1.736120e-02 2.815329e-02 2.462666e-02 6.951587e-02 1.775222e-02
3.987500e+03 2.712500e+03 1.225000e+03 1.434690e-02 3.784842e-02 1.499575e-02 1.736120e-02 5.090320e-02 2.462666e-02 7.045603e-02 1.775222e-02
4.087500e+03 2.712500e+03 1.200000e+03 4.857986e-02 3.784842e-02 5.005000e-02 1.736120e-02 1.341670e-02 2.462666e-02 8.862884e-02 1.775222e-02
4.187500e+03 2.712500e+03 1.200000e+03 6.427925e-02 3.784842e-02 2.732588e-02 1.736120e-02 -1.327288e-03 2.462666e-02 6.238528e-02 1.775222e-02
4.287500e+03 2.712500e+03 1.175000e+03 5.394712e-02 3.784842e-02 9.231242e-02 1.736120e-02 1.056584e-02 2.462666e-02 8.589783e-02 1.775222e-02
4.387500e+03 2.712500e+03 1.175000e+03 -2.120019e-02 3.784842e-02 5.896254e-02 1.736120e-02 2.640553e-02 2.462666e-02 1.347045e-01 1.775222e-02
4.487500e+03 2.712500e+03 1.175000e+03 4.710153e-02 3.784842e-02 4.253433e-02 1.736120e-02 7.216436e-02 2.462666e-02 1.173694e-01 1.775222e-02
4.587500e+03 2.712500e+03 1.175000e+03 1.452881e-02 3.784842e-02 9.189926e-02 1.736120e-02 6.399384e-02 2.462666e-02 1.065737e-01 1.775222e-02
4.687500e+03 2.712500e+03 1.150000e+03 1.278764e-01 3.784842e-02 7.441927e-02 1.736120e-02 6.748548e-02 2.462666e-02 1.184781e-01 1.775222e-02
4.787500e+03 2.712500e+03 1.150000e+03 7.899289e-02 3.784842e-02 7.909462e-02 1.736120e-02 6.723933e-02 2.462666e-02 1.592897e-01 1.775222e-02
4.887500e+03 2.712500e+03 1.175000e+03 4.253745e-02 3.784842e-02 5.975034e-02 1.736120e-02 4.737284e-02 2.462666e-02 1.644435e-01 1.775222e-02
4.987500e+03 2.712500e+03 1.175000e+03 1.047993e-01 3.784842e-02 8.605878e-02 1.736120e-02 1.055458e-01 2.462666e-02 1.456468e-01 1.775222e-02
5.087500e+03 2.712500e+03 1.200000e+03 5.109945e-02 3.784842e-02 7.215820e-02 1.736120e-02 4.024285e-02 2.462666e-02 1.262109e-01 1.775222e-02
5.187500e+03 2.712500e+03 1.200000e+03 5.515203e-02 3.784842e-02 1.035948e-01 1.736120e-02 1.063435e-01 2.462666e-02 1.195369e-01 1.775222e-02
5.287500e+03 2.712500e+03 1.175000e+03 1.243740e-01 3.784842e-02 1.114608e-01 1.736120e-02 1.520219e-01 2.462666e-02 1.584037e-01 1.775222e-02
5.387500e+03 2.712500e+03 1.200000e+03 2.268454e-01 3.784842e-02 7.394546e-02 1.736120e-02 9.212894e-02 2.462666e-02 1.820852e-01 1.775222e-02
5.487500e+03 2.712500e+03 1.200000e+03 1.422293e-01 3.784842e-02 8.950532e-02 1.736120e-02 5.430457e-02 2.462666e-02 1.240913e-01 1.775222e-02
5.587500e+03 2.712500e+03 1.225000e+03 1.626483e-01 3.784842e-02 9.745090e-02 1.736120e-02 1.019163e-01 2.462666e-02 1.572874e-01 1.775222e-02
5.687500e+03 2.712500e+03 1.225000e+03 1.470325e-01 3.784842e-02 5.101188e-02 1.736120e-02 9.259529e-02 2.462666e-02 1.666332e-01 1.775222e-02
5.787500e+03 2.712500e+03 1.225000e+03 1.829881e-01 3.784842e-02 6.475446e-02 1.736120e-02 4.158026e-02 2.462666e-02 2.048574e-01 1.775222e-02
5.887500e+03 2.712500e+03 1.250000e+03 1.493580e-01 3.784842e-02 7.899954e-02 1.736120e-02 9.126871e-02 2.462666e-02 9.759881e-02 1.775222e-02
5.987500e+03 2.712500e+03 1.250000e+03 1.491626e-01 3.784842e-02 8.332196e-02 1.736120e-02 8.638755e-02 2.462666e-02 1.476936e-01 1.775222e-02
6.087500e+03 2.712500e+03 1.250000e+03 1.589053e-01 3.784842e-02 9.258270e-02 1.736120e-02 1.067952e-01 2.462666e-02 1.379176e-01 1.775222e-02
6.187500e+03 2.712500e+03 1.225000e+03 1.551027e-01 3.784842e-02 1.271906e-01 1.736120e-02 7.058334e-02 2.462666e-02 1.539342e-01 1.775222e-02
6.287500e+03 2.712500e+03 1.225000e+03 1.573088e-01 3.784842e-02 1.136795e-01 1.736120e-02 9.796545e-02 2.462666e-02 1.879375e-01 1.775222e-02
6.387500e+03 2.712500e+03 1.250000e+03 2.664079e-01 3.784842e-02 4.460708e-02 1.736120e-02 1.026155e-01 2.462666e-02 1.054863e-01 1.775222e-02
6.487500e+03 2.712500e+03 1.250000e+03 2.693476e-01 3.784842e-02 6.700720e-03 1.736120e-02 1.419308e-01 2.462666e-02 1.248618e-01 1.775222e-02
6.587500e+03 2.712500e+03 1.275000e+03 3.212411e-01 3.784842e-02 3.821025e-02 1.736120e-02 1.581983e-01 2.462666e-02 1.121656e-01 1.775222e-02
6.687500e+03 2.712500e+03 1.275000e+03 3.452819e-01 3.784842e-02 2.056481e-02 1.736120e-02 1.150628e-01 2.462666e-02 8.365315e-02 1.775222e-02
6.787500e+03 2.712500e+03 1.275000e+03 2.748982e-01 3.784842e-02 3.366043e-02 1.736120e-02 1.120032e-01 2.462666e-02 9.403794e-02 1.775222e-02
6.887500e+03 2.712500e+03 1.250000e+03 3.605871e-01 3.784842e-02 -3.428583e-02 1.736120e-02 2.662147e-01 2.462666e-02 4.717348e-02 1.775222e-02
6.987500e+03 2.712500e+03 1.250000e+03 3.202393e-01 3.784842e-02 -1.892378e-02 1.736120e-02 1.541945e-01 2.462666e-02 1.291612e-01 1.775222e-02
3.487500e+03 2.812500e+03 1.200000e+03 5.036779e-02 3.784842e-02 1.318768e-02 1.736120e-02 -7.634680e-02 2.462666e-02 4.444592e-02 1.775222e-02
3.587500e+03 2.812500e+03 1.225000e+03 5.973480e-02 3.784842e-02 9.836219e-04 1.736120e-02 -3.405364e-03 2.462666e-02 2.848915e-02 1.775222e-02
3.687500e+03 2.812500e+03 1.225000e+03 2.912319e-02 3.784842e-02 4.667812e-02 1.736120e-02 -2.589496e-02 2.462666e-02 2.198802e-02 1.775222e-02
3.787500e+03 2.812500e+03 1.200000e+03 5.271246e-02 3.784842e-02 2.949690e-02 1.736120e-02 1.374528e-02 2.462666e-02 4.706544e-02 1.775222e-02
3.887500e+03 2.812500e+03 1.200000e+03 3.477088e-03 3.784842e-02 3.657979e-02 1.736120e-02 -1.584111e-02 2.462666e-02 6.211184e-02 1.775222e-02
3.987500e+03 2.812500e+03 1.200000e+03 1.758132e-02 3.784842e-02 6.576854e-02 1.736120e-02 -9.042899e-03 2.462666e-02 4.373154e-02 1.775222e-02
4.087500e+03 2.812500e+03 1.200000e+03 -4.381326e-05 3.784842e-02 1.857702e-02 1.736120e-02 -2.744833e-03 2.462666e-02 9.547069e-02 1.775222e-02
4.187500e+03 2.812500e+03 1.175000e+03 -1.696004e-02 3.784842e-02 8.514134e-02 1.736120e-02 4.306812e-02 2.462666e-02 9.990309e-02 1.775222e-02
4.287500e+03 2.812500e+03 1.200000e+03 -4.690590e-02 3.784842e-02 5.059071e-02 1.736120e-02 4.704514e-02 2.462666e-02 9.087482e-02 1.775222e-02
4.387500e+03 2.812500e+03 1.200000e+03 1.114224e-01 3.784842e-02 5.490436e-02 1.736120e-02 3.572643e-02 2.462666e-02 8.088584e-02 1.775222e-02
4.487500e+03 2.812500e+03 1.200000e+03 3.474569e-02 3.784842e-02 7.884459e-02 1.736120e-02 3.926436e-02 2.462666e-02 1.031154e-01 1.775222e-02
4.587500e+03 2.812500e+03 1.175000e+03 1.065666e-01 3.784842e-02 5.514566e-02 1.736120e-02 1.087962e-01 2.462666e-02 8.760742e-02 1.775222e-02
4.687500e+03 2.812500e+03 1.150000e+03 5.946011e-02 3.784842e-02 8.799540e-02 1.736120e-02 1.020459e-01 2.462666e-02 1.477761e-01 1.775222e-02
4.787500e+03 2.812500e+03 1.150000e+03 3.047119e-02 3.784842e-02 4.524967e-02 1.736120e-02 9.591322e-02 2.462666e-02 1.551541e-01 1.775222e-02
4.887500e+03 2.812500e+03 1.175000e+03 4.404570e-02 3.784842e-02 8.814515e-02 1.736120e-02 9.290529e-02 2.462666e-02 1.624971e-01 1.775222e-02
4.987500e+03 2.812500e+03 1.200000e+03 7.139799e-02 3.784842e-02 8.155997e-02 1.736120e-02 9.108925e-02 2.462666e-02 1.578087e-01 1.775222e-02
5.087500e+03 2.812500e+03 1.200000e+03 1.239399e-01 3.784842e-02 5.581783e-02 1.736120e-02 1.244115e-01 2.462666e-02 1.345461e-01 1.775222e-02
5.187500e+03 2.812500e+03 1.200000e+03 1.520751e-01 3.784842e-02 8.456928e-02 1.736120e-02 1.260761e-01 2.462666e-02 1.826127e-01 1.775222e-02
5.287500e+03 2.812500e+03 1.200000e+03 1.165889e-01 3.784842e-02 7.450357e-02 1.736120e-02 1.182502e-01 2.462666e-02 1.725978e-01 1.775222e-02
5.387500e+03 2.812500e+03 1.200000e+03 1.895804e-01 3.784842e-02 7.455015e-02 1.736120e-02 1.163098e-01 2.462666e-02 1.696556e-01 1.775222e-02
5.487500e+03 2.812500e+03 1.200000e+03 1.576587e-01 3.784842e-02 7.327573e-02 1.736120e-02 9.013607e-02 2.462666e-02 1.913417e-01 1.775222e-02
5.587500e+03 2.812500e+03 1.225000e+03 1.467939e-01 3.784842e-02 6.754064e-02 1.736120e-02 5.824161e-02 2.462666e-02 1.531049e-01 1.775222e-02
5.687500e+03 2.812500e+03 1.225000e+03 1.080474e-01 3.784842e-02 5.850313e-02 1.736120e-02 7.747644e-02 2.462666e-02 1.651279e-01 1.775222e-02
5.787500e+03 2.812500e+03 1.225000e+03 1.102298e-01 3.784842e-02 7.208175e-02 1.736120e-02 8.462652e-02 2.462666e-02 1.760183e-01 1.775222e-02
5.887500e+03 2.812500e+03 1.250000e+03 1.484876e-01 3.784842e-02 9.287441e-02 1.736120e-02 6.473445e-02 2.462666e-02 1.890793e-01 1.775222e-02
5.987500e+03 2.812500e+03 1.250000e+03 1.188312e-01 3.784842e-02 7.999731e-02 1.736120e-02 9.189831e-02 2.462666e-02 1.696718e-01 1.775222e-02
6.087500e+03 2.812500e+03 1.250000e+03 1.628417e-01 3.784842e-02 6.269548e-02 1.736120e-02 9.911851e-02 2.462666e-02 1.501708e-01 1.775222e-02
6.187500e+03 2.812500e+03 1.250000e+03 2.402010e-01 3.784842e-02 1.019965e-01 1.736120e-02 1.013139e-01 2.462666e-02 1.333755e-01 1.775222e-02
6.287500e+03 2.812500e+03 1.250000e+03 2.047598e-01 3.784842e-02 1.002496e-01 1.736120e-02 1.688755e-01 2.462666e-02 1.075045e-01 1.775222e-02
6.387500e+03 2.812500e+03 1.250000e+03 2.179427e-01 3.784842e-02 1.730863e-02 1.736120e-02 1.854422e-01 2.462666e-02 1.007839e-01 1.775222e-02
6.487500e+03 2.812500e+03 1.250000e+03 3.616231e-01 3.784842e-02 -3.537401e-03 1.736120e-02 2.469969e-01 2.462666e-02 9.111917e-02 1.775222e-02
6.587500e+03 2.812500e+03 1.250000e+03 3.829564e-01 3.784842e-02 -3.550445e-02 1.736120e-02 1.889111e-01 2.462666e-02 7.302609e-02 1.775222e-02
6.687500e+03 2.812500e+03 1.250000e+03 4.109603e-01 3.784842e-02 -6.176345e-02 1.736120e-02 1.527444e-01 2.462666e-02 1.344468e-01 1.775222e-02
6.787500e+03 2.812500e+03 1.275000e+03 2.926617e-01 3.784842e-02 9.043940e-03 1.736120e-02 1.571403e-01 2.462666e-02 9.459251e-02 1.775222e-02
6.887500e+03 2.812500e+03 1.275000e+03 3.133816e-01 3.784842e-02 1.376327e-02 1.736120e-02 1.149737e-01 2.462666e-02 8.819502e-02 1.775222e-02
6.987500e+03 2.812500e+03 1.275000e+03 1.867672e-01 3.784842e-02 5.972198e-03 1.736120e-02 9.174632e-02 2.462666e-02 9.575393e-02 1.775222e-02
3.487500e+03 2.912500e+03 1.225000e+03 2.472401e-02 3.784842e-02 7.144191e-03 1.736120e-02 -2.652977e-02 2.462666e-02 4.648497e-02 1.775222e-02
3.587500e+03 2.912500e+03 1.225000e+03 2.414271e-02 3.784842e-02 3.041944e-02 1.736120e-02 -7.743665e-03 2.462666e-02 6.458968e-02 1.775222e-02
3.687500e+03 2.912500e+03 1.250000e+03 4.520590e-02 3.784842e-02 1.774454e-02 1.736120e-02 9.194652e-04 2.462666e-02 6.861321e-02 1.775222e-02
3.787500e+03 2.912500e+03 1.225000e+03 3.359667e-02 3.784842e-02 3.777458e-02 1.736120e-02 -2.328684e-02 2.462666e-02 4.996533e-02 1.775222e-02
3.887500e+03 2.912500e+03 1.225000e+03 1.721707e-02 3.784842e-02 1.810498e-03 1.736120e-02 2.630373e-02 2.462666e-02 5.760595e-02 1.775222e-02
3.987500e+03 2.912500e+03 1.225000e+03 -5.183785e-02 3.784842e-02 5.754364e-02 1.736120e-02 -2.172147e-02 2.462666e-02 9.110576e-02 1.775222e-02
4.087500e+03 2.912500e+03 1.200000e+03 -4.054805e-02 3.784842e-02 6.014173e-02 1.736120e-02 4.486820e-02 2.462666e-02 2.163199e-02 1.775222e-02
4.187500e+03 2.912500e+03 1.200000e+03 3.087098e-03 3.784842e-02 1.019152e-01 1.736120e-02 -8.738117e-03 2.462666e-02 8.826549e-02 1.775222e-02
4.287500e+03 2.912500e+03 1.225000e+03 -1.099999e-02 3.784842e-02 7.239736e-02 1.736120e-02 -1.068052e-02 2.462666e-02 7.819133e-02 1.775222e-02
4.387500e+03 2.912500e+03 1.200000e+03 3.584877e-03 3.784842e-02 6.787277e-02 1.736120e-02 5.611338e-02 2.462666e-02 1.065515e-01 1.775222e-02
4.487500e+03 2.912500e+03 1.200000e+03 1.301308e-01 3.784842e-02 3.589955e-02 1.736120e-02 8.429283e-02 2.462666e-02 1.005458e-01 1.775222e-02
4.587500e+03 2.912500e+03 1.150000e+03 1.058875e-01 3.784842e-02 8.236210e-02 1.736120e-02 1.334005e-01 2.462666e-02 1.221481e-01 1.775222e-02
